city,code,air_name,air_pinyin
WESTHAMPTON,FOK,,WESTHAMPTON
丰班,FOM,,FOUMBAN
NUMFOOR,FOO,,NUMFOOR
福塔莱萨,FOR,,FORTALEZA
FORREST,FOS,,FORREST
FORSTER,FOT,,FORSTER
FOUGAMOU,FOU,,FOUGAMOU
FOX,FOX,,FOX
FOYA,FOY,,FOYA
FREEPORT,FPO,,FREEPORT
FORTPIERCE,FPR,,FORTPIERCE
PERRYFOLEY,FPY,,PERRYFOLEY
FORBES,FRB,,FORBES
FRANCA,FRC,,FRANCA
FRIDAYHARBOR,FRD,,FRIDAYHARBOR
FERAISLAND,FRE,,FERAISLAND
FRANKFURTRHE,FRF,,FRANKFURTRHEIN-MAINA
LONGISLANDRE,FRG,,LONGISLANDREPUBLIC
FRENCHLICK,FRH,,FRENCHLICK
FREJUS,FRJ,,FREJUS
FREGATEIS.,FRK,,FREGATEIS.
FAIRMONT,FRM,,FAIRMONT
FLOROFLORELA,FRO,,FLOROFLORELAND
FRESHWATERBA,FRP,,FRESHWATERBAY
FERAMIN,FRQ,,FERAMIN
FRONTROYALWA,FRR,,FRONTROYALWARRENCTY
弗洛勒斯岛,FRS,,FLORES
FRUNZE,FRU,,FRUNZE
弗朗西斯敦,FRW,,FRANCISTOWN
FRYEBURG,FRY,,FRYEBURG
FIGARICORSIC,FSC,,FIGARICORSIC
苏福尔斯,FSD,,SIOUXFALLS
FORTSCOTT,FSK,,FORTSCOTT
FOSSILDOWNS,FSL,,FOSSILDOWNS
FTSMITH,FSM,,FTSMITH
STPIERRE,FSP,,STPIERRE
FORRESKINLOS,FSS,,FORRESKINLOSS
FT.STOCKTON,FST,,FT.STOCKTON
FORTSUMNER,FSU,,FORTSUMNER
FUTUNAISLAND,FTA,,FUTUNAISLAND
FITIUTA,FTI,,FITIUTA
FORTUNALEDGE,FTL,,FORTUNALEDGE
FT.DAUPHINMA,FTU,,FT.DAUPHINMARILLAC
DALLASMEACHA,FTW,,DALLASMEACHAM
奥旺多,FTX,,OWANDO
ATLANTAFULTO,FTY,,ATLANTAFULTONCOUNTY
FULLEBORN,FUB,,FULLEBORN
FUERTEVENTUR,FUE,,FUERTEVENTURA
FUKUE,FUJ,,FUKUE
FULLERTON,FUL,,FULLERTON
FUMA,FUM,,FUMA
FUNAFUTIATOL,FUN,,FUNAFUTIATOLINTL
FUTUNA,FUT,,FUTUNA
韦恩堡,FWA,,FORTWAYNE
DALLASCARSWE,FWH,,DALLASCARSWELLAFB
FAREWELL,FWL,,FAREWELL
FORTWILLIAMH,FWM,,FORTWILLIAMHLPT
FT.LAUDERDAL,FXE,,FT.LAUDERDALEEXECUTI
FLAXMANISLAN,FXM,,FLAXMANISLAND
库安巴,FXO,,CUAMBA
FORESTCITYMU,FXY,,FORESTCITYMUNICIPAL
FAYETTEVILLE,FYM,,FAYETTEVILLEMUNICIPA
法亚,FYT,,FAYA
FT.YUKON,FYU,,FT.YUKON
FAYETTEVI,FYV,,FAYETTEVI
FILTON,FZO,,FILTON
瓜马尔,GAA,,GUAMAL
GABBS,GAB,,GABBS
格拉希亚斯,GAC,,GRACIAS
GADSDENMUNIC,GAD,,GADSDENMUNICIPAL
加贝斯,GAE,,GABES
加夫萨,GAF,,GAFSA
GAGE,GAG,,GAGE
盖恩达,GAH,,GAYNDAH
GAITHERSBURG,GAI,,GAITHERSBURGMONTGOME
GAKONA,GAK,,GAKONA
GALENA,GAL,,GALENA
甘伯尔,GAM,,GAMBELL
关塔那摩,GAO,关塔那摩湾,GUANTANAMO
GUSAP,GAP,,GUSAP
加奥,GAQ,,GAO
加赖纳,GAR,,GARAINA
加里萨,GAS,,GARISSA
GAPTALLARD,GAT,,GAPTALLARD
GAUHATIBORJH,GAU,,GAUHATIBORJHAR
GAGISLAND,GAV,,GAGISLAND
甘高,GAW,,GANGAW
甘巴,GAX,,GAMBA
格雅,GAY,,GAYA
瓜索帕,GAZ,,GUASOPA
BIGBAY,GBA,,BIGBAY
GARADJEBILET,GBB,,GARADJEBILET
GASUKE,GBC,,GASUKE
大本德,GBD,,GREATBEND
哈伯罗内,GBE,,GABORONE
内干博,GBF,,NEGARBO
GALESBURG,GBG,,GALESBURG
GALBRAITHLAK,GBH,,GALBRAITHLAKE
MARIEGALANTE,GBJ,,MARIEGALANTELESBASES
邦巴多克,GBK,,GBANGBATOK
GOULBURNISLA,GBL,,GOULBURNISLAND
加尔巴哈瑞,GBM,,GARBAHAREY
BALTIMOREGRE,GBO,,BALTIMOREGREENBELT
GAMBOOLA,GBP,,GAMBOOLA
GREATBARRING,GBR,,GREATBARRINGTON
哈什姆吉尔巴,GBU,,KHASHMELGIRBA
吉布里弗,GBV,,GIBBRIVER
GREATBARRIER,GBZ,,GREATBARRIERISLAND
GUACAMAYAS,GCA,,GUACAMAYAS
GILLETTE,GCC,,GILLETTE
根西岛,GCI,,GUERNSEY
JOHANNESBURG,GCJ,,JOHANNESBURGGRANDCEN
GARDENCITYKS,GCK,,GARDENCITYKS
GRANDCAYMAN,GCM,,GRANDCAYMAN
GRANDCANYON,GCN,,GRANDCANYON
GREENVILLEMU,GCY,,GREENVILLEMUNICIPAL
GOUNDA,GDA,,GOUNDA
GREENVILLEDO,GDC,,GREENVILLEDONALDSON
戈登当斯,GDD,,GORDONDOWNS
戈德,GDE,,GODE
MAGDAGACHI,GDG,,MAGDAGACHI
GOLDENHORN,GDH,,GOLDENHORN
GORDIL,GDI,,GORDIL
GANDAJIKA,GDJ,,GANDAJIKA
瓜达拉哈拉,GDL,,GUADALAJARA
GARDNERMUNIC,GDM,,GARDNERMUNICIPAL
GDANSK,GDN,,GDANSK
GUASDUALITOV,GDO,,GUASDUALITOVAREMARIE
瓜达卢佩,GDP,,GUADALUPE
贡达尔,GDQ,,GONDAR
GRANDTURK,GDT,,GRANDTURK
GLENDIVEDAWS,GDV,,GLENDIVEDAWSON
GLADWIN,GDW,,GLADWIN
MAGODAN,GDX,,MAGODAN
GELENDZIK,GDZ,,GELENDZIK
NOUMEAMAGENT,GEA,,NOUMEAMAGENTA
格贝,GEB,,GEBE
GECITKALE,GEC,,GECITKALE
乔治城,GED,,GEORGETOWN
斯波坎,GEG,,SPOKANE
GREENISLANDS,GEI,,GREENISLANDS
GANESCREEK,GEK,,GANESCREEK
SANTOANGELOS,GEL,,SANTOANGELOSTIARAJU
奥斯陆,GEN,,OSLO
GEORGETOWNTI,GEO,,GEORGETOWNTIMEHRI
NUEVAGERONAR,GER,,NUEVAGERONAR.CABRERA
GENERALSANTO,GES,,GENERALSANTOSBUAYAN
GERALDTOWN,GET,,GERALDTOWN
耶利瓦勒,GEV,,GALLIVARE
盖沃亚,GEW,,GEWOYA
吉朗,GEX,,GEELONG
GREYBULLSBIG,GEY,,GREYBULLSBIGHORN
GREATFALLSMA,GFA,,GREATFALLSMALMSTROMA
托盖克费什,GFB,,TOGIAKFISH
格伦费尔,GFE,,GRENFELL
格里菲斯,GFF,,GRIFFITH
GRANDFORKS,GFK,,GRANDFORKS
GLENSFALLS,GFL,,GLENSFALLS
格拉夫顿,GFN,,GRAFTON
巴蒂卡,GFO,,BARTICA
GRANVILLE,GFR,,GRANVILLE
赫鲁特方舟,GFY,,GROOTFONTEIN
隆巴拉,GGC,,LUMBALA
格雷戈里当斯,GGD,,GREGORYDOWNS
乔治城,GGE,,GEORGETOWN
LONGVIEW,GGG,,LONGVIEW
GILGAL,GGL,,GILGAL
加尼奥阿,GGN,,GAGNOA
吉格洛,GGO,,GUIGLO
加洛韦,GGR,,GAROE
GOBERNADORGR,GGS,,GOBERNADORGREGORES
槟城,PEN,槟城国际机场,PENANG
格拉斯哥,GGW,,GLASGOW
GHARDAIANOUM,GHA,,GHARDAIANOUMERATE
GOVERNORSHAR,GHB,,GOVERNORSHARBOUR
GREATHARBOUR,GHC,,GREATHARBOURCAY
加拉奇内,GHE,,GARACHINE
GUSHKATIF,GHK,,GUSHKATIF
CENTERVILLEM,GHM,,CENTERVILLEMUNICIPAL
厄特,GHT,,GHAT
瓜累乖丘,GHU,,GUALEGUAYCHU
直布罗陀,GIB,,GIBRALTAR
BOIGUISLAND,GIC,,BOIGUISLAND
GITEGAZENNGO,GID,,GITEGAZENNGO
WINTERHAVEN,GIF,,WINTERHAVEN
RIODEJANIERO,GIG,,RIODEJANIERO
西基里,GII,,SIGUIRI
吉尔吉特,GIL,,GILGIT
MIELE,GIM,,MIELE
希拉多塔,GIR,,GIRARDOT
吉斯伯恩,GIS,,GISBORNE
GEITA,GIT,,GEITA
基雅尼,GIY,,GIYANI
基赞,GIZ,,GIZAN
GUANAJAISLAN,GJA,,GUANAJAISLAND
吉杰尔,GJL,,JIJEL
瓜亚拉米林,GJM,,GUAJARA-MIRIM
哲居尔,GJR,,GJOGUR
大章克申,GJT,,GRANDJUNCTION
戈罗卡,GKA,,GOROKA
GEILENKIRCHE,GKE,,GEILENKIRCHEN
戈尔卡,GKH,,GORKHA
GREATKEPPELI,GKL,,GREATKEPPELISLAND
格尔卡纳,GKN,,GULKANA
KONGO-BOUMBA,GKO,,KONGO-BOUMBA
盖拉迪,GLC,,GELADI
古德兰,GLD,,GOODLAND
戈尔菲托,GLF,,GOLFITO
格伦吉尔,GLG,,GLENGYLE
格林维尔,GLH,,GREENVILLE
格伦因尼斯,GLI,,GLENINNES
加尔卡尤,GLK,,GALCAIO
GOLKLANTEN,GLL,,GOLKLANTEN
GLENORMISTON,GLM,,GLENORMISTON
GOULIMIME,GLN,,GOULIMIME
GLOUCESTER/C,GLO,,GLOUCESTER/CHELTENHA
GULGUBIP,GLP,,GULGUBIP
GLENNALLEN,GLQ,,GLENNALLEN
GAYLORDOTSEG,GLR,,GAYLORDOTSEGO
GALVESTONSCH,GLS,,GALVESTONSCHOLES
格拉德斯通,GLT,,GLADSTONE
GOLOVIN,GLV,,GOLOVIN
格拉斯哥,GLW,,GLASGOWMUNICIPAL
加莱拉,GLX,,GALELA
MT.GOLDSWORT,GLY,,MT.GOLDSWORTHY
BREDAGILZERI,GLZ,,BREDAGILZERIJN
格梅纳,GMA,,GEMENA
甘贝拉,GMB,,GAMBELA
GUERIMA,GMC,,GUERIMA
戈梅尔,GME,,GOMEL
加斯马塔,GMI,,GASMATA
GAMBOMABRAZZ,GMM,,GAMBOMABRAZZAVILE
格雷茅斯,GMN,,GREYMOUTH
甘比尔岛,GMR,,GAMBIERIS.
GUIMARAES,GMS,,GUIMARAES
GRANITEMOUNT,GMT,,GRANITEMOUNTAIN
GREENVILLEDO,GMU,,GREENVILLEDOWNTOWN
GRODNA,GNA,,GRODNA
格勒诺布尔,GNB,,GRENOBLE
格林纳达,GND,,GRENADA
根特,GNE,,GHENT
GOODING,GNG,,GOODING
格林艾兰,GNI,,GREENISLAND
瓜纳姆比,GNM,,GUANAMBI
GHINNIR,GNN,,GHINNIR
罗卡将军,GNR,,GENERALROCA
古农西托利,GNS,,GUNUNGSITOLI
GRANTSMILAN,GNT,,GRANTSMILAN
古德纽斯湾,GNU,,GOODNEWSBAY
GAINESVILLE,GNV,,GAINESVILLE
GRANBYGRANDC,GNY,,GRANBYGRANDCNTY
杭济,GNZ,,GHANZI
戈巴,GOB,,GOBA
古拉,GOC,,GORA
戈纳利亚,GOE,,GONALIA
SANANGELOGOO,GOF,,SANANGELOGOODFELLOWA
努克,GOH,,NUUK
果阿,GOI,,GOA
GUTHRIE,GOK,,GUTHRIE
GOLDBEACH,GOL,,GOLDBEACH
戈马,GOM,,GOMA
NEWLONDON/GR,GON,,NEWLONDON/GROTON
贡迪温迪,GOO,,GOONDIWINDI
戈勒克布尔,GOP,,GORAKHPUR
戈雷,GOR,,GORE
戈斯福德,GOS,,GOSFORD
加鲁阿,GOU,,GAROUA
GOVE,GOV,,GOVE
GALOYAAMPARA,GOY,,GALOYAAMPARAI
GORNAORECHOV,GOZ,,GORNAORECHOVITSA
帕特雷,GPA,,PATRAS
GUARAPUAVATT,GPB,,GUARAPUAVATTFARIA
瓜比,GPI,,GUAPI
瓜皮莱斯,GPL,,GUAPILES
加登波恩特,GPN,,GARDENPOINT
皮科将军,GPO,,GENERALPICO
GALAPAGOSISL,GPS,,GALAPAGOSISLANDSBALT
GULFPORT,GPT,,GULFPORT
大急流村,GPZ,,GRANDRAPIDS
加利恩,GQQ,,GALION
格拉茨,GRA,,GRAZ
格林贝,GRB,,GREENBAY
GRANDCESSWRT,GRC,,GRANDCESSWRTOLBERT
格林伍德,GRD,,GREENWOOD
GREENVILLEMU,GRE,,GREENVILLEMUNICIPAL
加德兹,GRG,,GARDEZ
GARUAHI,GRH,,GARUAHI
GRANDISLAND,GRI,,GRANDISLAND
乔治,GRJ,,GEORGE
KILLEENGRAYA,GRK,,KILLEENGRAYAAF
GARASA,GRL,,GARASA
GRANDMARAISD,GRM,,GRANDMARAISDEVILSTRK
GORDON,GRN,,GORDON
赫罗纳,GRO,,GERONA
古鲁皮,GRP,,GURUPI
GRONINGENEEL,GRQ,,GRONINGENEELDE
GRANDRAPIDSM,GRR,,GRANDRAPIDSMI
GROSSETOBACC,GRS,,GROSSETOBACCARINI
GUJRAT,GRT,,GUJRAT
圣保罗,GRU,,SAOPAULO
GROZNY,GRV,,GROZNY
GRACIOSAISLA,GRW,,GRACIOSAISLAND
格拉纳尔,GRX,,GRANADA
格里姆塞,GRY,,GRIMSEY
伦巴西亚,GSA,,LONGPASIA
加斯克因章克申,GSC,,GASCOYNEJUNCTION
GOTHENBURGSA,GSE,,GOTHENBURGSAEVE
GOSHEN,GSH,,GOSHEN
大奴湖,GSL,,GREATSLAVELAKE
MOUNTGUNSON,GSN,,MOUNTGUNSON
格林斯伯勒,GSO,,GREENSBORO
GREENVILLESC,GSP,,GREENVILLESC
加尔多,GSR,,GARDO
SABISABI,GSS,,SABISABI
吉斯塔夫斯,GST,,GUSTAVUS
格达雷夫,GSU,,GEDAREF
GRIMSBYBINBR,GSY,,GRIMSBYBINBROOK
GENTINGHLPT,GTB,,GENTINGHLPT
GREENTURTLE,GTC,,GREENTURTLE
格鲁特岛,GTE,,GROOTEEYLANDT
大瀑布城,GTF,,GREATFALLS
GRANTSBURGMU,GTG,,GRANTSBURGMUNICIPAL
GUETTIN,GTI,,GUETTIN
SUNGEITEKAI,GTK,,SUNGEITEKAI
MOUNTCOOKGLE,GTN,,MOUNTCOOKGLENTANNER
GORONTALOTOL,GTO,,GORONTALOTOLOTIO
COLUMBUSGOLD,GTR,,COLUMBUSGOLDEN
GRANITES,GTS,,GRANITES
乔治城,GTT,,GEORGETOWN
GETTYSBURG,GTY,,GETTYSBURG
GUERRERONEGR,GUB,,GUERRERONEGRO
GUNNISON,GUC,,GUNNISON
贡达姆,GUD,,GOUNDAM
GURIASO,GUE,,GURIASO
GULFSHORESED,GUF,,GULFSHORESEDWARDS
瓜里,GUG,,GUARI
冈讷达,GUH,,GUNNEDAH
吉里亚,GUI,,GUIRIA
GUARATINGUET,GUJ,,GUARATINGUETA
古尔本,GUL,,GOULBURN
MONTGOMERYGU,GUN,,MONTGOMERYGUNTERAFB
GUALACO,GUO,,GUALACO
GALLUP,GUP,,GALLUP
瓜纳雷,GUQ,,GUANARE
ALOTAUGURNEY,GUR,,ALOTAUGURNEY
GUTERSLOH,GUT,,GUTERSLOH
GRUNDARFJORD,GUU,,GRUNDARFJORDUR
穆古卢,GUV,,MOUGULU
ATYRAU,GUW,,ATYRAU
古纳,GUX,,GUNA
GUYMON,GUY,,GUYMON
GORDONSVILLE,GVE,,GORDONSVILLE
格林里弗,GVI,,GREENRIVER
GAINESVILLE,GVL,,GAINESVILLE
GREENVALEMIN,GVP,,GREENVALEMINERLAKE
GOVERNADORVA,GVR,,GOVERNADORVALADARES
格林维尔,GVT,,GREENVILLE
GRANDVIEWGEB,GVW,,GRANDVIEWGEBAUR
GAVLESANDVIK,GVX,,GAVLESANDVIKEN
古亚,GWA,,GWA
GWADAR,GWD,,GWADAR
GWERUTHORNHI,GWE,,GWERUTHORNHILL
格瓦利奥尔,GWL,,GWALIOR
GNAROWEIN,GWN,,GNAROWEIN
格林伍德,GWO,,GREENWOOD
WESTERLAND,GWT,,WESTERLAND
BERLINRAFGAT,GWW,,BERLINRAFGATOW
戈尔韦,GWY,,GALWAY
塞云,GXF,,SEIYUN
内加热,GXG,,NEGAGE
COYHAIQUET.V,GXQ,,COYHAIQUET.VIDAL
雅古阿,GXX,,YAGOUA
GREELEY,GXY,,GREELEY
瓜亚拉梅林,GYA,,GUAYARAMERIN
瓜亚基尔,GYE,,GUAYAQUIL
吉塞尼,GYI,,GISENYI
ARGYLE,GYL,,ARGYLE
瓜伊马斯,GYM,,GUAYMASYANEZ
戈亚尼亚,GYN,,GOIANIA
金皮,GYP,,GYMPIE
GOODYEARLITC,GYR,,GOODYEARLITCHFIELD
GARYREGIONAL,GYY,,GARYREGIONAL
加兹尼,GZI,,GHAZNI
GOZO,GZM,,GOZO
吉佐,GZO,,GIZO
加齐安特普,GZT,,GAZIANTEP
HASVIK,HAA,,HASVIK
哈密尔顿,HAB,,HAMILTON
HACHIJOJIMAI,HAC,,HACHIJOJIMAISLAND
哈尔姆斯塔德,HAD,,HALMSTAD
HAVASUPAI,HAE,,HAVASUPAI
HALFMOON,HAF,,HALFMOON
THEHAGUE,HAG,,THEHAGUE
MORONIINTPRI,HAH,,MORONIINTPRINCESAID
HALALI,HAL,,HALALI
哈密尔顿,HAO,,HAMILTON
KONTIKIRSTWH,HAP,,KONTIKIRSTWHITSUNDAY
哈里斯堡,HAR,,HARRISBURG
HAIL,HAS,,HAIL
HEATHLANDS,HAT,,HEATHLANDS
HAUGESUND,HAU,,HAUGESUND
哈瓦那,HAV,,HAVANA
HAVERFORDWES,HAW,,HAVERFORDWEST
MUSKOGEEHATB,HAX,,MUSKOGEEHATBOXFIELD
HAYCOCK,HAY,,HAYCOCK
HATZFELDTHAV,HAZ,,HATZFELDTHAVEN
霍巴特,HBA,,HOBART
HOBBSINDUSTR,HBB,,HOBBSINDUSTRIALAIRPA
HOBARTBAY,HBH,,HOBARTBAY
PHUBON,HBN,,PHUBON
HUMBOLDTMUNI,HBO,,HUMBOLDTMUNICIPAL
HAFRALBATIN,HBT,,HAFRALBATIN
HUBLI,HBX,,HUBLI
BIGSPRINGHOW,HCA,,BIGSPRINGHOWARDCO.
SHOALCOVE,HCB,,SHOALCOVE
HUDSONCOLUMB,HCC,,HUDSONCOLUMBIA
EIL,HCM,,EIL
霍尔斯克里克,HCQ,,HALLSCREEK
HOLYCROSS,HCR,,HOLYCROSS
JOHANNESBURG,HCS,,JOHANNESBURGRANDBURG
CHERAW,HCW,,CHERAW
HIDDENFALLS,HDA,,HIDDENFALLS
海德堡,HDB,,HEIDELBERG
海德拉巴,HDD,,HYDERABAD
HOLDREGEBREW,HDE,,HOLDREGEBREWSTER
哈马丹,HDM,,HAMADAN
STEAMBTSPRIN,HDN,,STEAMBTSPRINGS
HOEDSPRUIT,HDS,,HOEDSPRUIT
HATYAI,HDY,,HATYAI
赫拉特,HEA,,HERAT
兴实达,HEB,,HENZADA
HERENDEEN,HED,,HERENDEEN
赫勒纳,HEE,,HELENA
HEHO,HEH,,HEHO
HEIDE/BUESUM,HEI,,HEIDE/BUESUMHEIDE
HELSINKIHELS,HEM,,HELSINKIHELSINKI-MAL
亨顿,HEN,,HENDON
HAELOGO,HEO,,HAELOGO
HERAKLION,HER,,HERAKLION
HERMISTON,HES,,HERMISTON
SANTODOMINGO,HEX,,SANTODOMINGOHERRERA
NATCHEZ,HEZ,,NATCHEZ
海法,HFA,,HAIFA
哈特福德,HFD,,HARTFORD
HOFNHORAFJOR,HFN,,HOFNHORAFJORUR
HAGFORS,HFS,,HAGFORS
哈墨弗斯特,HFT,,HAMMERFEST
HARGEISA,HGA,,HARGEISA
HUGHENDEN,HGD,,HUGHENDEN
HELGOLAND,HGL,,HELGOLAND
夜丰颂,HGN,,MAEHONGSON
科霍戈,HGO,,KORHOGO
HAGERSTOWN,HGR,,HAGERSTOWN
FREETOWNHAST,HGS,,FREETOWNHASTINGS
MT.HAGENKAGA,HGU,,MT.HAGENKAGAMUGA
HOGATZA,HGZ,,HOGATZA
HACHINOHE,HHE,,HACHINOHE
HILTONHEAD,HHH,,HILTONHEAD
HAHN,HHN,,HAHN
HONGKONGHKHE,HHP,,HONGKONGHKHELIPORT
华欣,HHQ,,HUAHIN
HAWTHORNE,HHR,,HAWTHORNE
HIKUERU,HHZ,,HIKUERU
HIBBING,HIB,,HIBBING
PRETORIAISCO,HIC,,PRETORIAISCORHELIPOR
HORNISLAND,HID,,HORNISLAND
WHITEFIELD,HIE,,WHITEFIELD
OGDENHILLAFB,HIF,,OGDENHILLAFB
HIGHBURY,HIG,,HIGHBURY
HOOKISLAND,HIH,,HOOKISLAND
LAKEHAVASUCI,HII,,LAKEHAVASUCITYMUNICI
HONOLULUHICK,HIK,,HONOLULUHICKAMAFB
SHILLAVO,HIL,,SHILLAVO
CHINJU,HIN,,CHINJU
HILLSBOROPOR,HIO,,HILLSBOROPORTLAND
HEADINGLY,HIP,,HEADINGLY
霍尼亚拉,HIR,,HONIARA
HAYMANISLAND,HIS,,HAYMANISLAND
HIVAOA,HIX,,HIVAOA
KHAJURAHO,HJR,,KHAJURAHO
KHUJIRT,HJT,,KHUJIRT
BLYTHEVILLE,HKA,,BLYTHEVILLE
HEALYLAKE,HKB,,HEALYLAKE
HOKITIKA,HKK,,HOKITIKA
HOSKINS,HKN,,HOSKINS
JACKSONHAWKI,HKS,,JACKSONHAWKINSFIELD
哈斯科沃,HKV,,HASKOVO
HICKORY,HKY,,HICKORY
LANSERIA,HLA,,LANSERIA
BATESVILLEHI,HLB,,BATESVILLEHILLENBRND
HILLCITY,HLC,,HILLCITY
HULTSFRED,HLF,,HULTSFRED
HOLLISTER,HLI,,HOLLISTER
SHAULIAJ,HLJ,,SHAULIAJ
HILLSIDE,HLL,,HILLSIDE
HOLLANDPARKT,HLM,,HOLLANDPARKTWNSP
KILLEENFORTH,HLR,,KILLEENFORTHOODAAF
ST.HELENS,HLS,,ST.HELENS
哈密尔顿,HLT,,HAMILTON
HOUAILOU,HLU,,HOUAILOU
HELENVALE,HLV,,HELENVALE
HLUHLUWE,HLW,,HLUHLUWE
HOLYHEAD,HLY,,HOLYHEAD
哈密尔顿,HLZ,,HAMILTON
马尔默,HMA,,MALMO
HASSIMESSAOU,HME,,HASSIMESSAOUDOUEDIRA
HERMANNSBURG,HMG,,HERMANNSBURG
KHMELNITSKIY,HMJ,,KHMELNITSKIY
ALAMOGORDOHO,HMN,,ALAMOGORDOHOLLOMANAF
埃莫西约,HMO,,HERMOSILLO
HAMARSTAVSBE,HMR,,HAMARSTAVSBERG
HOMESHORE,HMS,,HOMESHORE
HEMET,HMT,,HEMET
HUNTINGBURGM,HNB,,HUNTINGBURGMUNICIPAL
HATTERAS,HNC,,HATTERAS
东京,HND,东京羽田国际机场,TOKYOHANEDA
TAHNETAPASSL,HNE,,TAHNETAPASSLODGE
HIENGHENE,HNG,,HIENGHENE
HOONAH,HNH,,HOONAH
HEIWENI,HNI,,HEIWENI
HINCHINBROOK,HNK,,HINCHINBROOKISLAND
HANA,HNM,,HANA
HONINABI,HNN,,HONINABI
HAINES,HNS,,HAINES
HANNA,HNX,,HANNA
HOLA,HOA,,HOLA
HOBBSLEACOUN,HOB,,HOBBSLEACOUNTY
KOMAKO,HOC,,KOMAKO
荷台达,HOD,,HODEIDAH
HOUEISAY,HOE,,HOUEISAY
HOFUFALHASA,HOF,,HOFUFALHASA
HOLGUINFRANK,HOG,,HOLGUINFRANKPAIS
HOHENEMS,HOH,,HOHENEMS
HAOISLAND,HOI,,HAOISLAND
HOOKERCREEK,HOK,,HOOKERCREEK
HOLIKACHUK,HOL,,HOLIKACHUK
HOMER,HOM,,HOMER
HURON,HON,,HURON
QUANGDUCNHON,HOO,,QUANGDUCNHONCO
HOF,HOQ,,HOF
HORTA,HOR,,HORTA
CHOSMALALO.R,HOS,,CHOSMALALO.REGUERA
HOTSPRINGS,HOT,,HOTSPRINGS
ORSTA/VOLDAH,HOV,,ORSTA/VOLDAHOVDEN
HOMALIN,HOX,,HOMALIN
HOYISLAND,HOY,,HOYISLAND
HAAPAIPILOLE,HPA,,HAAPAIPILOLEVU
HOOPERBAY,HPB,,HOOPERBAY
HOPEVALE,HPE,,HOPEVALE
HAIPHONGCATB,HPH,,HAIPHONGCATBI
WESTCHESTER,HPN,,WESTCHESTER
PRETORIACENT,HPR,,PRETORIACENTRALHPR
HAMPTONMUNIC,HPT,,HAMPTONMUNICIPAL
PRINCEVILLE,HPV,,PRINCEVILLE
BAYTOWN,HPY,,BAYTOWN
HOQUIAM,HQM,,HOQUIAM
MANSEHRA,HRA,,MANSEHRA
HARSTADEVENE,HRD,,HARSTADEVENES
哈拉雷,HRE,,HARARE
HURGHADA,HRG,,HURGHADA
CHAURJHARI,HRJ,,CHAURJHARI
哈尔科夫,HRK,,KHARKOV
HARLINGEN,HRL,,HARLINGEN
HASSIRMELTIL,HRM,,HASSIRMELTILREMPT
HERONISLANDH,HRN,,HERONISLANDHLPT
HARRISON,HRO,,HARRISON
埃雷拉,HRR,,HERRERA
HARRISMITH,HRS,,HARRISMITH
HARROGATELIN,HRT,,HARROGATELINTONOUS
HENBURY,HRY,,HENBURY
HARRISBURGRA,HSB,,HARRISBURGRALEIGH
LASVEGASHEND,HSH,,LASVEGASHENDERSON
黑斯廷斯,HSI,,HASTINGS
HUSLIA,HSL,,HUSLIA
霍舍姆,HSM,,HORSHAM
HOTSPRINGS,HSP,,HOTSPRINGS
HISSAR,HSS,,HISSAR
HOMESTEAD,HST,,HOMESTEAD
亨茨维尔,HSV,,HUNTSVILLE
TERRE-DE-BAS,HTB,,TERRE-DE-BAS
HATFIELD,HTF,,HATFIELD
HATANGA,HTG,,HATANGA
HAWTHORNE,HTH,,HAWTHORNE
HAMILTONISLA,HTI,,HAMILTONISLAND
EASTHAMPTON,HTO,,EASTHAMPTON
HATERUMA,HTR,,HATERUMA
HUNTINGTON,HTS,,HUNTINGTON
HOPETOUN,HTU,,HOPETOUN
亨茨维尔,HTV,,HUNTSVILLE
HATOCOROZAL,HTZ,,HATOCOROZAL
黄埔,HUA,,HUNTSVILLE/DECATURRE
HUMBERTRIVER,HUB,,HUMBERTRIVER
HUMACAO,HUC,,HUMACAO
HUMBOLDT,HUD,,HUMBOLDT
HUMERA,HUE,,HUMERA
TERREHAUTE,HUF,,TERREHAUTE
韦韦特南戈,HUG,,HUEHUETENANGO
HUAHINEISLAN,HUH,,HUAHINEISLANDFLYINGB
HUEPHUBAI,HUI,,HUEPHUBAI
HUGO,HUJ,,HUGO
HUKUNTSI,HUK,,HUKUNTSI
HOULTON,HUL,,HOULTON
HOUMA,HUM,,HOUMA
HUALIEN,HUN,,HUALIEN
HOUN,HUQ,,HOUN
HUGHES,HUS,,HUGHES
HUTCHINSON,HUT,,HUTCHINSON
HUANUCO,HUU,,HUANUCO
HUDIKSVALL,HUV,,HUDIKSVALL
STACRUZHUAT,HUX,,STACRUZHUAT
亨伯赛德,HUY,,HUMBERSIDE
ANALALAVA,HVA,,ANALALAVA
赫维湾,HVB,,HERVEYBAY
科布多,HVD,,KHOVD
HANKSVILLEIN,HVE,,HANKSVILLEINTERMED
HONNINGSVAGV,HVG,,HONNINGSVAGVALAN
HOLMAVIK,HVK,,HOLMAVIK
HVAMMSTANGI,HVM,,HVAMMSTANGI
纽黑文,HVN,,NEWHAVEN
HAVRE,HVR,,HAVRE
HARTSVILLE,HVS,,HARTSVILLE
HAWABANGO,HWA,,HAWABANGO
HAYWARDTERMI,HWD,,HAYWARDTERMINAL
HAWKINLET,HWI,,HAWKINLET
